J.uAcm2_0.63_initialCA,¦Ö,Ne,r£¨2+£©,VNe,Mn,Ni,Mg,Ca,Fe,La,Y,In
2587.3,1.464,22,0.702,5.6,0.4,0.2,0.2,0.2,0,0,0,0
1734.930952,1.428,21.7,0.7,5.3,0.5,0.1,0.2,0.2,0,0,0,0
1894.300714,1.661,29.1,0.716,7.5,0.4,0.2,0,0,0.3,0.1,0,0
2341.011905,1.54,28,0.784,6.4,0.6,0,0,0,0.2,0,0.2,0
812.9285714,1.182,42.2,1.078,3.4,0,0.1,0.1,0.2,0,0.6,0,0
2936.095238,1.718,25.6,0.634,7.6,0.4,0,0,0,0.6,0,0,0
2724.830952,1.394,23.4,0.794,5.4,0.4,0.1,0,0.4,0.1,0,0,0
1899.914286,1.759,25.6,0.7,8.4,0,0.8,0.1,0.1,0,0,0,0
1963.285714,1.516,31.6,0.778,6.4,0.6,0,0,0,0.2,0.2,0,0
1595.457143,1.483,30,0.944,5.6,0,0.4,0.1,0.1,0,0,0.4,0
1288.100714,1.391,15.8,0.572,3.4,0,0.1,0.7,0.1,0.1,0,0,0
2503.419524,1.705,29.6,0.726,8,0.3,0.4,0,0,0.2,0.1,0,0
1232.692381,1.62,23.6,0.682,6.4,0,0.1,0.1,0.2,0.6,0,0,0
2714.061905,1.614,22.8,0.61,6.4,0.4,0,0.2,0,0.4,0,0,0
1977.190476,1.305,38.5,0.928,4.1,0.2,0,0.2,0,0.1,0.5,0,0
1211.775952,1.53,19.2,0.578,5.2,0.2,0.2,0.5,0,0.1,0,0,0
854.2771429,1.646,28.4,0.72,6.8,0.1,0,0,0.1,0.7,0.1,0,0
2944.066667,1.579,24.1,0.69,6.9,0.5,0.3,0.1,0.1,0,0,0,0
909.1428571,1.567,34.1,0.804,6.1,0,0.1,0.1,0,0.5,0.3,0,0
2313.747619,1.56,24.6,0.718,6.6,0.4,0.1,0,0.2,0.3,0,0,0
1666.333333,1.524,23.6,0.722,6.4,0.4,0.3,0.1,0.2,0,0,0,0
2333.602381,1.581,26.8,0.729,7,0.7,0.1,0,0,0.1,0,0.1,0
3573.52381,1.671,25.3,0.674,7.3,0.3,0.1,0,0.1,0.5,0,0,0
2581.519048,1.698,25,0.654,7.8,0.4,0.4,0.1,0,0.1,0,0,0
2118.171429,1.686,26,0.67,8,0.6,0.3,0,0,0.1,0,0,0
2992.633333,1.77,26.3,0.652,8.3,0.3,0.3,0,0,0.4,0,0,0
2891.011905,1.574,23,0.638,6.6,0.6,0.2,0.2,0,0,0,0,0
3404.333333,1.682,24.6,0.638,7.4,0.4,0.2,0.1,0,0.3,0,0,0
2035.933333,1.344,18.8,0.662,4,0.4,0,0.4,0.2,0,0,0,0
2357.890476,1.674,24.4,0.63,7.2,0.4,0.1,0.1,0,0.4,0,0,0
2575.907143,1.669,29.3,0.724,7.7,0.4,0.3,0,0,0.2,0.1,0,0
1958.854762,1.634,22,0.602,6.4,0.2,0.2,0.3,0,0.3,0,0,0
1361.614286,1.722,29.7,0.762,8.1,0,0.6,0,0.1,0.2,0.1,0,0
3845.104762,1.583,23.6,0.66,6.4,0.4,0,0.1,0.1,0.4,0,0,0
2679.909524,1.44,24,0.736,4.8,0.4,0,0.3,0,0.1,0,0.2,0
2063.87381,1.633,29,0.722,7.4,0.5,0.2,0,0,0.2,0.1,0,0
2805.061905,1.495,21.2,0.652,5.6,0.4,0.2,0.3,0.1,0,0,0,0
1441.985714,1.294,27.9,0.965,3.3,0,0.1,0.3,0.1,0,0,0.5,0
638.3664286,1.211,46.1,1.072,3.7,0.2,0,0.1,0,0,0.7,0,0
1283.680952,1.302,32.7,0.832,3.5,0.1,0,0.4,0,0.1,0.4,0,0
1331.361905,1.759,26.3,0.694,8.3,0.1,0.5,0,0.1,0.3,0,0,0
1198.990476,1.651,30.6,0.855,7.2,0.1,0.4,0,0,0.2,0,0.3,0
2189.12381,1.469,23.8,0.697,5.6,0.7,0,0.2,0,0,0,0.1,0
1298.457143,1.585,24.9,0.762,6.9,0.1,0.4,0,0.3,0.2,0,0,0
861.7309524,1.501,22,0.724,5.6,0,0.3,0.2,0.3,0.2,0,0,0
2633.633333,1.512,24.6,0.738,6.6,0.6,0.2,0,0.2,0,0,0,0
2551.22381,1.604,28.4,0.78,6.8,0.4,0.1,0,0,0.3,0,0.2,0
964.2504762,1.381,18.8,0.684,4,0,0.1,0.4,0.3,0.2,0,0,0
1429.402381,1.396,34.4,0.884,5.6,0.5,0.1,0,0.1,0,0.3,0,0
620.4804762,1.489,28.9,0.901,5.5,0,0.1,0,0.2,0.4,0,0.3,0
1267.833333,1.258,27.6,0.963,3,0.1,0,0.3,0.1,0,0,0.5,0
1357.261905,1.664,31.6,0.762,7.2,0,0.4,0.1,0,0.3,0.2,0,0
910.9004762,1.631,22.2,0.652,6.6,0,0.5,0.3,0.1,0.1,0,0,0
874.405,1.571,35.5,0.836,6.7,0.2,0.2,0,0,0.3,0.3,0,0
1227.22381,1.534,26.5,0.769,6.7,0.6,0.2,0,0.1,0,0,0.1,0
817.6509524,1.447,24.5,0.777,4.3,0,0.1,0.4,0,0.2,0,0.3,0
1509.904762,1.627,29.3,0.837,6.7,0,0.4,0.1,0,0.2,0,0.3,0
1190.347619,1.742,23.6,0.602,7.2,0,0.2,0.2,0,0.6,0,0,0
1721.669048,1.443,34.7,0.844,5.9,0.6,0,0,0,0.1,0.3,0,0
2319.061905,1.731,26.2,0.7,8.2,0.2,0.5,0,0.1,0.2,0,0,0
1673.164286,1.706,25.2,0.662,8,0.4,0.5,0.1,0,0,0,0,0
2083.269048,1.498,26.2,0.767,6.4,0.7,0.1,0,0.1,0,0,0.1,0
1126.566667,1.415,29.8,0.876,5.4,0,0.4,0.1,0.3,0,0.2,0,0
1593.475,1.733,29.7,0.72,8.1,0.2,0.4,0,0,0.3,0.1,0,0
634.9952381,1.354,40.1,0.99,4.9,0,0.3,0.1,0.1,0,0.5,0,0
2704.533333,1.569,26,0.67,6,0.3,0,0.2,0,0.4,0.1,0,0
1656.328571,1.202,30.5,0.91,3.3,0.2,0,0.2,0.3,0,0.3,0,0
1883.214286,1.689,27.7,0.735,7.9,0.4,0.4,0,0,0.1,0,0.1,0
2194.842857,1.746,25,0.634,7.8,0.2,0.3,0.1,0,0.4,0,0,0
2156.62381,1.538,22.7,0.636,6.3,0.7,0.1,0.2,0,0,0,0,0
1299.680952,1.402,36.7,0.88,5.1,0.3,0,0.1,0,0.2,0.4,0,0
249.9361905,1.439,31.1,0.894,5.9,0.1,0.4,0,0.3,0,0.2,0,0
2706.990476,1.378,23.8,0.708,4.6,0.5,0,0.3,0.1,0,0.1,0,0
1562.87619,1.38,19.1,0.664,4.3,0.3,0.1,0.4,0.2,0,0,0,0
1134.652381,1.698,22.4,0.598,6.8,0,0.3,0.3,0,0.4,0,0,0
1570.228571,1.469,22,0.622,4.4,0.1,0,0.5,0,0.3,0.1,0,0
2067.861905,1.227,28.4,1.013,3,0.1,0,0.2,0.2,0,0,0.5,0
1080.02619,1.587,35.9,0.852,7.1,0.2,0.4,0,0,0.1,0.3,0,0
1332.609524,1.747,26.6,0.716,8.6,0.2,0.7,0,0.1,0,0,0,0
2330.959524,1.531,24.8,0.704,6.8,0.8,0.1,0,0.1,0,0,0,0
193.7761905,1.713,27.9,0.672,7.1,0,0.1,0.1,0,0.7,0.1,0,0
1867.008095,1.544,31,0.778,6.6,0.4,0.3,0.1,0,0,0.2,0,0
2445.569048,1.666,24.2,0.622,7,0.4,0,0.1,0,0.5,0,0,0
702.6161905,1.775,33.1,0.779,6.7,0.2,0.2,0,0,0.3,0,0,0.3
1067.549524,1.24,29.4,0.918,4.2,0.4,0,0,0.4,0,0.2,0,0
2034.233333,1.404,20.4,0.682,4.8,0.4,0.1,0.3,0.2,0,0,0,0
3112.809524,1.471,23.2,0.684,6,0.8,0,0.1,0.1,0,0,0,0
1604.114286,1.479,29.3,0.853,5.9,0.6,0,0,0,0.1,0,0.3,0
2743.7,1.742,25.5,0.664,8.3,0.3,0.6,0.1,0,0,0,0,0
1170.145714,1.111,28.2,1.016,3,0,0.1,0,0.7,0,0.2,0,0
1908.578571,1.558,28.6,0.768,7,0.5,0.3,0,0.1,0,0.1,0,0
1936.347619,1.311,22.8,0.832,4.8,0.4,0.1,0,0.5,0,0,0,0
3126.288095,1.528,23.1,0.692,5.9,0.3,0,0.1,0.2,0.4,0,0,0
1344.404762,1.239,18.9,0.778,3.3,0.1,0.1,0.3,0.5,0,0,0,0
837.1147619,1.393,27.1,0.864,5.5,0.2,0.3,0,0.4,0,0.1,0,0
1621.180952,1.372,24.1,0.823,3.9,0,0.2,0.4,0.1,0,0,0.3,0
1605.071429,1.127,22.6,0.886,2.6,0.1,0,0.2,0.6,0,0.1,0,0
1055.438571,1.335,21.5,0.743,4.1,0.4,0,0.3,0.2,0,0,0.1,0
1465.1,1.431,27.5,0.796,5.9,0.6,0.1,0,0.2,0,0.1,0,0
1678.630952,1.521,24.5,0.766,6.5,0.3,0.3,0,0.3,0.1,0,0,0
1388.904762,1.609,26.9,0.723,7.1,0.6,0.1,0,0,0.2,0,0.1,0
3126.633333,1.303,22.6,0.824,4.6,0.4,0,0,0.5,0.1,0,0,0
3563.52381,1.358,23.1,0.792,5.1,0.5,0,0,0.4,0.1,0,0,0
471.8380952,1.236,35.5,0.956,3.9,0.3,0,0.1,0.2,0,0.4,0,0
2091.809524,1.481,26.9,0.712,6.1,0.8,0,0.1,0,0,0.1,0,0
1309.904762,1.184,25.1,0.95,3.5,0,0.1,0,0.7,0.1,0.1,0,0
1735.847619,1.376,27,0.828,5.4,0.5,0.1,0,0.3,0,0.1,0,0
1298.495238,1.582,31.7,0.916,6.5,0.1,0.3,0,0,0.2,0,0.4,0
1067.090952,1.465,27.6,0.83,6,0.6,0.1,0,0.1,0,0,0.2,0
1719.901905,1.53,31.9,0.864,6.7,0.1,0.5,0,0.2,0,0.2,0,0
1723.055,1.543,35.4,0.842,6.6,0.3,0.2,0,0,0.2,0.3,0,0
1842.337857,1.412,28.8,0.754,5.2,0.6,0,0.2,0,0,0.2,0,0
2665.061905,1.392,26.3,0.712,4.3,0.3,0,0.4,0,0.1,0.2,0,0
1557.578571,1.83,27.2,0.678,9.2,0.2,0.7,0,0,0.1,0,0,0
2060.433333,1.467,27.8,0.798,6.2,0.5,0.2,0,0.2,0,0.1,0,0
2918.97619,1.553,24.1,0.679,5.9,0.4,0,0.2,0,0.3,0,0.1,0
1940.32381,1.386,23.2,0.786,5.2,0.4,0,0,0.4,0.2,0,0,0
2216.028571,1.667,25.8,0.704,7.8,0.4,0.4,0,0.1,0.1,0,0,0
995.0928571,1.283,46.7,1.076,4.3,0,0.2,0.1,0,0,0.7,0,0
2828.557143,1.234,17.8,0.726,3,0.2,0,0.4,0.4,0,0,0,0
1747.980952,1.591,23.1,0.674,6.7,0.3,0.4,0.2,0.1,0,0,0,0
1698.733333,1.442,35.8,0.858,5,0,0.1,0.2,0,0.3,0.4,0,0
1760.8,1.181,35,0.988,3.4,0.2,0,0.1,0.3,0,0.4,0,0
2524.638095,1.668,25.5,0.724,7.5,0.1,0.4,0,0.2,0.3,0,0,0
1424.852381,1.389,33.9,0.896,5.1,0.2,0,0,0.2,0.3,0.3,0,0
1624.040476,1.814,26.8,0.662,8.8,0.2,0.5,0,0,0.3,0,0,0
3187.980952,1.623,25.3,0.694,7.3,0.5,0.2,0,0.1,0.2,0,0,0
1058.944286,1.306,19.9,0.654,3.1,0.2,0,0.6,0.1,0,0.1,0,0
3500.857143,1.53,22.5,0.628,6.1,0.7,0,0.2,0,0.1,0,0,0
3480.216667,1.368,20.1,0.68,4.5,0.5,0,0.3,0.2,0,0,0,0
366.1,1.307,27.1,0.744,3.1,0,0.1,0.6,0,0,0.3,0,0
1445.009524,1.739,26.4,0.708,8.4,0.2,0.6,0,0.1,0.1,0,0,0
1387.071429,1.294,19.4,0.746,3.8,0.2,0.1,0.3,0.4,0,0,0,0
2270.454762,1.472,22.9,0.704,5.7,0.5,0,0.1,0.2,0.2,0,0,0
862.8638095,1.612,30.2,0.75,6.6,0,0.4,0.2,0,0.2,0.2,0,0
2096.133333,1.562,24,0.654,6.8,0.8,0.1,0.1,0,0,0,0,0
634.2914286,1.369,38.9,0.924,4.5,0,0.1,0.2,0,0.2,0.5,0,0
1626.595238,1.552,29.3,0.724,5.7,0.1,0,0.2,0,0.5,0.2,0,0
647.1542857,1.558,25.3,0.718,6.1,0,0.5,0.3,0.1,0,0.1,0,0
2342.771429,1.695,25.9,0.698,7.9,0.3,0.4,0,0.1,0.2,0,0,0
2862.185714,1.606,25.2,0.658,7.2,0.8,0,0,0,0.2,0,0,0
1512.238095,1.727,25.5,0.662,7.5,0.1,0.1,0,0.1,0.7,0,0,0
341.0919048,1.273,43,1.048,4.2,0,0.2,0.1,0.1,0,0.6,0,0
2634.790476,1.707,25.6,0.676,7.6,0.2,0.2,0,0.1,0.5,0,0,0
1389.780952,1.32,17.5,0.644,3.5,0.3,0,0.5,0.2,0,0,0,0
1793.961905,1.52,30.4,0.754,6,0.4,0,0.1,0,0.3,0.2,0,0
967.9357143,1.204,32.5,1.006,3.7,0,0.1,0,0.5,0.1,0.3,0,0
928.547619,1.741,29.9,0.728,8.3,0.2,0.5,0,0,0.2,0.1,0,0
1198.861905,1.66,28.6,0.768,7,0.2,0.1,0,0,0.5,0,0.2,0
1053.889048,1.738,24.1,0.632,7.7,0.1,0.5,0.2,0,0.2,0,0,0
696.1854762,1.357,26.8,0.862,5.2,0.3,0.2,0,0.4,0,0.1,0,0
2143.714286,1.514,21.4,0.618,5.8,0.6,0.1,0.3,0,0,0,0,0
1941.335714,1.548,24.9,0.74,6.9,0.5,0.3,0,0.2,0,0,0,0
1867.909524,1.254,31.4,1.096,3.4,0,0.1,0.1,0.2,0,0,0.6,0
2817.119048,1.582,23.9,0.64,6.7,0.7,0,0.1,0,0.2,0,0,0
1704.100238,1.472,25.5,0.762,5.5,0.5,0.1,0.2,0,0,0,0.2,0
2999.961905,1.718,24.9,0.64,7.7,0.3,0.3,0.1,0,0.3,0,0,0
1586.163333,1.674,23.7,0.636,7.3,0.3,0.4,0.2,0,0.1,0,0,0
1885.442857,1.358,31.6,1.011,4.6,0.3,0,0,0.1,0.1,0,0.5,0
3474.095238,1.416,27.6,0.73,4.8,0.4,0,0.3,0,0.1,0.2,0,0
694.2947619,1.532,21.2,0.674,5.6,0,0.3,0.3,0.2,0.2,0,0,0
3247.914286,1.579,24.8,0.684,6.8,0.6,0,0,0.1,0.3,0,0,0
1019.485714,1.256,19.7,0.757,3.1,0.2,0,0.4,0.3,0,0,0.1,0
671.0840476,1.445,41.6,0.954,5.6,0.1,0.1,0,0,0.3,0.5,0,0
2032.552381,1.473,22.6,0.724,5.4,0.2,0,0.1,0.3,0.4,0,0,0
1598.185714,1.438,22.1,0.678,4.5,0,0.3,0.5,0.1,0,0.1,0,0
1539.114286,1.445,22.5,0.73,5.3,0.3,0,0.1,0.3,0.3,0,0,0
1174.003571,1.387,37.9,0.946,5.5,0.3,0.2,0,0.1,0,0.4,0,0
1528.947619,1.237,25.4,0.95,3.8,0.2,0,0,0.5,0.1,0,0.2,0
3248.847619,1.493,25.1,0.715,6.1,0.8,0,0.1,0,0,0,0.1,0
1287.57619,1.567,34.1,0.813,6.1,0.4,0,0,0,0.3,0.2,0,0.1
1752.885714,1.544,28.4,0.722,5.6,0,0.2,0.3,0,0.3,0.2,0,0
872.6285714,1.3,23.5,0.819,3.3,0.2,0,0.4,0.1,0,0,0.3,0
684.7166667,1.347,29.5,0.772,3.9,0.2,0,0.4,0,0.1,0.3,0,0
2415.842857,1.565,26.5,0.7,6.5,0.4,0.3,0.2,0,0,0.1,0,0
2525.395238,1.485,25.7,0.688,5.7,0.6,0,0.2,0,0.1,0.1,0,0
1882.15,1.622,25.6,0.674,7.6,0.8,0.2,0,0,0,0,0,0
3083.2,1.579,30,0.851,6.6,0.3,0.2,0,0,0.2,0,0.3,0
864.5257143,1.183,24.6,0.951,2.8,0.1,0,0.2,0.4,0,0,0.3,0
1934.657143,1.519,22.5,0.67,6.1,0.5,0.2,0.2,0.1,0,0,0,0
2535.215952,1.601,26,0.721,7,0.5,0.3,0.1,0,0,0,0.1,0
884.3661905,1.689,25.8,0.673,6.8,0.1,0,0.1,0,0.7,0,0.1,0
1685.52381,1.432,29,0.893,5.6,0.5,0.1,0,0.1,0,0,0.3,0
1844.207143,1.576,28.3,0.786,6.7,0.5,0.1,0,0,0.2,0,0.2,0
4361.895238,1.505,24.1,0.699,5.9,0.6,0.1,0.2,0,0,0,0.1,0
1073.152857,1.635,33.3,0.794,6.1,0.4,0,0,0,0.3,0.1,0,0.2
765.1604762,1.419,35.5,1.109,4.9,0,0.2,0,0,0.1,0,0.7,0
1934.971429,1.356,17.8,0.646,3.8,0.2,0.1,0.5,0.2,0,0,0,0
2490.216667,1.701,27.4,0.713,7.6,0.3,0.2,0,0,0.4,0,0.1,0
1440.495238,1.32,22.7,0.86,4.7,0.1,0.2,0,0.6,0.1,0,0,0
1521.114286,1.345,18.5,0.682,3.7,0.1,0,0.4,0.3,0.2,0,0,0
1017.585714,1.263,47.5,1.084,4.3,0.2,0,0,0,0.1,0.7,0,0
2128.961905,1.34,26.7,0.826,5.1,0.6,0,0,0.3,0,0.1,0,0
1722.016667,1.541,24.4,0.752,6.4,0.2,0.2,0,0.3,0.3,0,0,0
1030.880476,1.455,19.5,0.618,4.7,0.3,0,0.4,0.1,0.2,0,0,0
1043.438571,1.566,31.3,0.9,6.1,0.1,0.1,0,0,0.4,0,0.4,0
1841.485714,1.511,28.2,0.823,5.6,0.3,0,0.1,0,0.3,0,0.3,0
745.3147619,1.697,29.4,0.718,7.8,0.3,0.3,0,0,0.3,0.1,0,0
789.0857143,1.238,16.6,0.702,2.6,0,0,0.5,0.4,0.1,0,0,0
1194.775238,1.367,30.5,0.89,5.3,0.3,0.2,0,0.3,0,0.2,0,0
837.2685714,1.316,37,0.962,4.6,0.2,0,0,0.2,0.2,0.4,0,0
1210.852381,1.678,28.5,0.758,7.7,0,0.7,0.1,0.1,0,0.1,0,0
2193.104762,1.472,27.8,0.718,5,0.2,0,0.3,0,0.3,0.2,0,0
698.3366667,1.558,30.4,0.898,6,0,0.3,0.1,0,0.2,0,0.4,0
289.6114286,1.809,28.3,0.719,8.5,0,0.5,0,0,0.4,0,0.1,0
1516.866667,1.424,25.5,0.833,5.7,0.4,0.2,0,0.3,0,0,0.1,0
1937.494286,1.571,29.8,0.843,6.4,0.3,0.1,0,0,0.3,0,0.3,0
767.3552381,1.558,31.9,0.882,5.7,0.3,0,0,0,0.3,0,0.3,0.1
2459.554762,1.717,27.8,0.729,8,0.3,0.4,0,0,0.2,0,0.1,0
1886.557143,1.406,28.3,0.939,4.9,0,0.1,0,0.3,0.3,0,0.3,0
1594.803095,1.587,30.2,0.859,6.8,0.3,0.3,0,0,0.1,0,0.3,0
1681.76119,1.397,19.9,0.643,4.1,0.4,0,0.5,0,0,0,0.1,0
2958.833333,1.445,22.5,0.679,5.1,0.6,0,0.3,0,0,0,0.1,0
1326.490476,1.612,30.9,0.753,6.5,0.5,0,0,0,0.3,0.1,0,0.1
3826.509524,1.615,25.1,0.686,7.1,0.5,0.1,0,0.1,0.3,0,0,0
1485.990476,1.393,21.1,0.718,4.7,0.3,0,0.2,0.3,0.2,0,0,0
2550.142857,1.389,22.3,0.742,5.1,0.5,0,0.1,0.3,0.1,0,0,0
573.0166667,1.769,30,0.722,8.4,0.1,0.5,0,0,0.3,0.1,0,0
2044.446429,1.66,32.8,0.786,7.6,0.2,0.4,0,0,0.2,0.2,0,0
1025.09,1.333,27,0.768,4.2,0.4,0,0.3,0.1,0,0.2,0,0
1062.987619,1.259,27.3,0.981,3.9,0.2,0,0,0.4,0.1,0,0.3,0
1975.75,1.568,28.1,0.778,6.5,0.5,0,0,0,0.3,0,0.2,0
1629.338095,1.494,24.1,0.792,6.1,0.1,0.3,0,0.4,0.2,0,0,0
2133.204762,1.106,27.1,0.964,2.7,0.1,0,0.1,0.6,0,0.2,0,0
1744.828571,1.607,35.8,0.838,7,0.1,0.3,0,0,0.3,0.3,0,0
2543.452381,1.577,25.4,0.697,6.4,0.5,0,0.1,0,0.3,0,0.1,0
2312.459524,1.321,26.5,0.86,4.9,0.4,0.1,0,0.4,0,0.1,0,0
2234.866667,1.478,21.1,0.616,5.5,0.7,0,0.3,0,0,0,0,0
1535.471429,1.529,23.6,0.651,5.2,0.5,0,0.3,0,0.1,0,0,0.1
1521.233333,1.524,29.2,0.73,5.6,0.2,0,0.2,0,0.4,0.2,0,0
1244.7,1.086,19.7,0.908,2.5,0.1,0,0.1,0.8,0,0,0,0
3077.733333,1.521,25.2,0.709,6.2,0.7,0,0.1,0,0.1,0,0.1,0
2045.857143,1.568,24.8,0.726,6.8,0.4,0.2,0,0.2,0.2,0,0,0
1645.690476,1.392,29.9,0.968,4.7,0.1,0,0,0.2,0.3,0,0.4,0
682.2511905,1.578,39.4,0.914,7,0,0.5,0,0,0.1,0.4,0,0
1229.180952,1.161,27.6,0.932,3.2,0.2,0,0.1,0.5,0,0.2,0,0
1058.048095,1.659,23,0.64,6.6,0,0.2,0.2,0.1,0.5,0,0,0
827.567619,1.307,40.5,1.024,4.5,0,0.1,0,0.2,0.2,0.5,0,0
1247.471429,1.318,20.7,0.764,4.3,0.3,0.1,0.2,0.4,0,0,0,0
416.0045238,1.727,24.8,0.668,7.6,0,0.4,0.1,0.1,0.4,0,0,0
3083.7,1.385,23.5,0.766,5.5,0.7,0,0,0.3,0,0,0,0
1923.092857,1.682,23.9,0.644,7.5,0.3,0.5,0.2,0,0,0,0,0
2709.940476,1.196,20.7,0.844,3.5,0.3,0,0.1,0.6,0,0,0,0
2211.916667,1.604,25.1,0.728,7.1,0.3,0.3,0,0.2,0.2,0,0,0
1552.104762,1.63,27.3,0.719,6.5,0.4,0,0,0.1,0.4,0,0,0.1
981.8683333,1.801,28.1,0.711,8.3,0,0.4,0,0,0.5,0,0.1,0
895.1414286,1.709,29.9,0.748,6.3,0.1,0,0,0.1,0.6,0,0,0.2
2034.271429,1.469,23.8,0.748,5.8,0.4,0,0,0.3,0.3,0,0,0
2746.009524,1.285,26.2,0.858,4.6,0.5,0,0,0.4,0,0.1,0,0
1813.87619,1.507,20.2,0.636,5.4,0.2,0.3,0.4,0.1,0,0,0,0
1975.790476,1.292,25.9,0.918,4.3,0.3,0,0,0.4,0.1,0,0.2,0
3112.616667,1.637,27,0.717,7.2,0.5,0.1,0,0,0.3,0,0.1,0
1960.616667,1.637,27.8,0.707,7,0.7,0.1,0,0,0.1,0,0,0.1
3445.152381,1.662,25.4,0.646,7.4,0.6,0,0,0,0.4,0,0,0
2731.295238,1.553,26.7,0.735,6.9,0.8,0.1,0,0,0,0,0.1,0
949.1271429,1.43,29.4,0.871,3.8,0.3,0,0.1,0.3,0,0,0,0.3
736.1738095,1.387,22.9,0.806,4.9,0.1,0,0,0.5,0.4,0,0,0
2469.019048,1.397,22.5,0.75,5.3,0.5,0.1,0.1,0.3,0,0,0,0
2725.090476,1.566,22.8,0.63,6.4,0.6,0.1,0.2,0,0.1,0,0,0
1494.32381,1.27,24,0.887,4.2,0.3,0,0,0.5,0.1,0,0.1,0
2178.404762,1.486,28,0.764,6.4,0.7,0.1,0,0.1,0,0.1,0,0
947.1804762,1.483,33,0.841,6,0.5,0,0,0,0.2,0.2,0.1,0
2286.497619,1.251,21.2,0.812,4,0.4,0,0.1,0.5,0,0,0,0
1759.195,1.604,27.7,0.786,6.9,0.3,0.4,0.1,0,0,0,0.2,0
354.8671429,1.253,43.8,1.056,4.2,0.2,0,0,0.1,0.1,0.6,0,0
1858.657143,1.307,21.4,0.8,4.2,0.2,0,0.1,0.5,0.2,0,0,0
269.962381,1.732,29.2,0.772,7.6,0,0.3,0,0,0.5,0,0.2,0
764.29,1.454,38.1,0.892,5.7,0.3,0,0,0,0.3,0.4,0,0
1184.866667,1.575,26,0.761,6.2,0.1,0,0,0.2,0.6,0,0.1,0
451.9752381,1.309,29.3,1.006,4.1,0.1,0,0,0.3,0.2,0,0.4,0
1546.174286,1.652,32.6,0.778,7.4,0.2,0.3,0,0,0.3,0.2,0,0
694.7140476,1.511,19,0.612,5,0,0.3,0.5,0.1,0.1,0,0,0
1573.071667,1.785,30.4,0.738,8.8,0.1,0.7,0,0,0.1,0.1,0,0
933.4964286,1.616,31.6,0.782,7.2,0.2,0.5,0.1,0,0,0.2,0,0
320.5195238,1.74,29.4,0.78,7.8,0,0.4,0,0,0.4,0,0.2,0
1720.571429,1.577,28.8,0.734,7.2,0.7,0.2,0,0,0,0.1,0,0
2522.797619,1.722,26.3,0.672,8.3,0.5,0.4,0,0,0.1,0,0,0
2342.87619,1.357,28.3,0.786,4.7,0.5,0,0.2,0.1,0,0.2,0,0
999.2728571,1.481,22.1,0.738,5.7,0.1,0.4,0.2,0.3,0,0,0,0
941.905,1.535,35.2,0.834,6.4,0.3,0.1,0,0,0.3,0.3,0,0
1247.342857,1.204,25.8,0.866,3,0,0.1,0.3,0.4,0,0.2,0,0
1511.952381,1.397,28.4,0.911,5,0.3,0,0,0.2,0.2,0,0.3,0
706.3985714,1.564,35.9,0.967,3.9,0,0.1,0,0.3,0.1,0,0,0.5
2445.483333,1.55,21.7,0.62,6.1,0.5,0.2,0.3,0,0,0,0,0
1318.7,1.37,28,0.886,4.4,0.4,0,0.2,0,0,0,0.4,0
730.2247619,1.37,33.7,0.93,4.9,0,0.1,0,0.3,0.3,0.3,0,0
1292.619048,1.296,21.4,0.842,4.2,0,0.2,0.1,0.6,0.1,0,0,0
1389.235476,1.346,36.5,0.892,4.9,0.5,0,0.1,0,0,0.4,0,0
1734.414286,1.622,22.3,0.624,6.7,0.3,0.4,0.3,0,0,0,0,0
2377.75,1.677,29.5,0.732,7.9,0.4,0.4,0,0,0.1,0.1,0,0
1458.566667,1.229,21.9,0.89,3.9,0.1,0.1,0,0.7,0.1,0,0,0
966.7219048,1.233,29.7,0.86,3.3,0.2,0,0.3,0.2,0,0.3,0,0
2524.680952,1.536,22.6,0.706,6.2,0.2,0.4,0.2,0.2,0,0,0,0
504.7157143,1.842,26.2,0.662,9,0,0.8,0.1,0,0.1,0,0,0
3153.504762,1.531,22.2,0.648,5.8,0.4,0,0.2,0.1,0.3,0,0,0
3333.242857,1.38,25,0.823,5.2,0.5,0,0,0.3,0.1,0,0.1,0
856.8119048,1.592,26.9,0.787,6.1,0,0.2,0,0.3,0.4,0,0,0.1
1892.38881,1.77,25.6,0.658,8.4,0.2,0.6,0.1,0,0.1,0,0,0
849.53,1.599,35.6,0.83,6.8,0.1,0.2,0,0,0.4,0.3,0,0
3242.814286,1.392,21.4,0.698,5,0.6,0,0.2,0.2,0,0,0,0
2106.819048,1.416,34.3,0.87,5.5,0.4,0,0,0.1,0.2,0.3,0,0
895.7261905,1.646,21.7,0.58,6.1,0.1,0,0.3,0,0.6,0,0,0
744.5457143,1.736,29.5,0.732,6.9,0.1,0,0,0,0.7,0,0.1,0.1
764.9978571,1.6,23,0.702,6.6,0,0.5,0.2,0.2,0.1,0,0,0
1033.365238,1.669,26.7,0.668,6.7,0,0.2,0.2,0,0.5,0.1,0,0
1986.938095,1.702,24.5,0.624,7.3,0.3,0.1,0.1,0,0.5,0,0,0
1270.716667,1.733,28.2,0.745,8.4,0.3,0.6,0,0,0,0,0.1,0
3091.752381,1.44,24,0.734,6,0.8,0,0,0.2,0,0,0,0
1044.423571,1.465,27.7,0.868,6.1,0,0.5,0,0.4,0,0.1,0,0
1521.180952,1.526,17.8,0.546,4.6,0,0.1,0.6,0,0.3,0,0,0
